Id,Wohngebiet,Nachbarschaft,Bedingung1,Wohnungsklasse,Gebauedetyp,Wohnungsstil,Baujahr,Umbaujahr,Hausqualitaet,Hauszustand,Grundstuecksgroesse,Gelaendekontur,Grundstueckanordnung,Strassenlaenge,Fundament,Mauerwerktyp,Mauerwerkflaeche,Verkleidung1,Verkleidung2,Dachtyp,Aussenmaterialqualitaet,Aussenmaterialzustand,Kellerhoehe,Kellerzustand,Kellerbelichtung,Kellerbereich1,Kellerbereichgroesse1,Kellerbereich2,KellerbereichgroesseNAu,KellerbereichgroesseGes,KellerVollbadezimmer,KellerHalbbadezimmer,OberirdischeWohnflaeche,1Stockflaeche,2Stockflaeche,OberirdischeRaueme,Funktionalitaet,OberirdischeVollbadezimmer,OberirdischeHalbbadezimmer,Schlafzimmer,Kuechen,KuechenQualitaet,Kamine,Kaminqualitaet,Heizung,Heizungsqualitaet,Klimalanlage,Elektrik,Holzdeckflaeche,OffeneVerandaflaeche,GeschlosseneVerandaflaeche,3JahreszeitenVerandaflaeche,AbgeschirmteVerandaflaeche,Poolflaeche,Zaunqualitaet,Garagentyp,Garagenbaujahr,Garageninnenausbau,Garagenautos,Garagenflaeche,EinfahrtGepflastert,SondermerkmalWert,Verkaufsmonat,Verkaufsjahr,Verkaufstyp,Verkaufsbedingung,Verkaufspreis
1028,D,Schwanh,Norm,120,StHAb,1Sto,2014,2015,7,5,309.15,Ebn,Eck,11.1,BetonGeg,Kein,0.0,Metall,Metall,Giebel,Gu,Du,Gu,Ty,Ke,GWR,2.16,NAu,108.99,111.15,0.0,0.0,112.05,112.05,0.0,5,Typ,2,0,1,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,0.0,9.0,0.0,0.0,0.0,0.0,Nan,Verbund,2014.0,GAu,2.0,44.55,J,0.0,6,2018,GarK,Normal,151300.0
1029,WM,Eisenba,Norm,30,1Fam,1Sto,1935,1960,4,4,768.06,Snk,Inn,18.3,ZiegFli,Kein,0.0,Holz,Holz,Giebel,Du,Du,Ar,Ty,Ke,NAu,0.0,NAu,38.88,38.88,0.0,0.0,60.48,60.48,0.0,4,Ger1,1,0,2,1,Du,0,Nan,GasWO,Du,N,SichDu,0.0,0.0,10.08,0.0,0.0,0.0,GuHol,Verbund,2015.0,NAu,0.0,0.0,N,0.0,6,2016,GarK,Normal,61200.0
1030,WN,Sossenh,Norm,20,1Fam,1Sto,1986,1986,8,6,1394.82,Ebn,Eck,23.83993283943827,BetonSte,Kein,0.0,Stein,Hartfas,Walm,Gu,Du,Gu,Ty,Du,DWR,104.85,SQ,0.0,140.85,1.0,0.0,260.82,260.82,0.0,10,Typ,2,0,2,1,Gu,1,Gu,GasWO,Du,J,SLSRo,0.0,6.48,15.66,0.0,0.0,0.0,Nan,Verbund,1986.0,Aus,2.0,59.85,J,0.0,5,2018,GeBU,Abnormal,243950.0
1031,WN,Sachsen,Zubr,50,1Fam,1.5V,1982,1982,5,4,968.31,Ebn,Eck,21.0,BetonSte,Kein,0.0,Hartfas,Hartfas,Giebel,Du,Gu,Gu,Ty,Ke,SQ,17.1,DWR,0.0,90.09,0.0,0.0,147.69,90.09,57.6,5,Typ,2,0,4,1,Du,1,Gu,GasWO,Du,J,SLSRo,0.0,0.0,8.28,0.0,0.0,0.0,GuPrv,Abgetr,1982.0,NAu,2.0,44.1,J,0.0,7,2018,GarK,Normal,119000.0
1032,G (alle),Eisenba,Norm,70,1Fam,2Sto,1930,1960,4,6,810.0,Erh,Inn,18.0,Stein,Kein,0.0,Metall,Metall,Giebel,Du,Du,Ar,Ar,Mn,NAu,0.0,NAu,53.28,53.28,0.0,0.0,77.76,38.88,38.88,5,Ger2,1,1,3,1,Ar,0,Nan,GasWO,Ag,J,SLSRo,0.0,2.7,14.4,0.0,0.0,0.0,Nan,Abgetr,1930.0,NAu,1.0,19.44,N,0.0,6,2018,GarK,Normal,55250.0
1033,WN,Flughaf,Norm,160,StHau,2Sto,1986,1986,6,5,196.11,Ebn,Inn,7.2,BetonSte,Kein,0.0,Sperrho,ZiegAll,Giebel,Du,Du,Gu,Ty,Ke,DWR,6.3,NAu,70.65,76.95,0.0,0.0,131.04,76.95,54.09,6,Typ,2,1,3,1,Du,1,Du,GasWO,Gu,J,SLSRo,0.0,2.52,0.0,0.0,0.0,0.0,Nan,Verbund,1986.0,GAu,2.0,41.4,J,0.0,7,2016,GarK,Normal,122400.0
1034,D,Schwanh,Norm,160,StHau,2Sto,2010,2010,6,5,190.53,Ebn,Inn,7.2,BetonGeg,ZiegGla,19.44,Metall,Metall,Giebel,Gu,Du,Gu,Ty,Ke,GWR,37.53,NAu,30.51,68.04,0.0,0.0,141.57,69.21,72.36,4,Typ,2,1,3,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,0.0,2.88,0.0,0.0,0.0,0.0,Nan,Abgetr,2010.0,NAu,2.0,39.6,J,0.0,9,2017,GarK,Normal,150450.0
1035,WN,Westend,Hbf,60,1Fam,2Sto,2004,2004,7,5,819.81,Ebn,Inn,21.0,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Ke,SQ,3.24,GWR,10.98,67.86,1.0,0.0,138.6,67.86,70.74,6,Typ,2,1,3,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,12.6,2.88,0.0,0.0,0.0,0.0,Nan,Verbund,2004.0,GAu,2.0,44.55,J,0.0,10,2019,GarK,Normal,156400.0
1036,WN,Höchst,Norm,20,1Fam,1Sto,1981,1981,5,5,680.4,Ebn,Inn,18.9,BetonSte,Kein,0.0,Metall,Metall,Walm,Du,Du,Gu,Ty,Ke,DAR,10.71,DWR,11.88,77.76,1.0,0.0,77.76,77.76,0.0,5,Typ,1,0,3,1,Du,0,Nan,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Abgetr,1987.0,NAu,2.0,51.84,J,0.0,5,2018,GarK,Normal,104550.0
1037,WN,Sachsen,Norm,20,1Fam,1Sto,1975,1975,5,6,1217.34,Ebn,SG,19.396891479075407,BetonSte,ZiegGla,10.26,Hartfas,Sperrho,Walm,Du,Du,Ty,Ty,Ke,UWR,50.4,SQ,0.0,84.15,1.0,0.0,84.15,84.15,0.0,5,Typ,1,0,3,1,Du,0,Nan,GasWO,Du,J,SLSRo,16.2,0.0,0.0,0.0,0.0,0.0,MnPrv,Verbund,1975.0,NAu,1.0,25.92,J,0.0,11,2016,GarK,Normal,116450.0
1038,WN,Ginnhei,Norm,60,1Fam,2Sto,2003,2004,6,5,688.95,Ebn,SG,20.315120026883733,BetonGeg,Kein,0.0,Hartfas,Hartfas,Giebel,Du,Du,Gu,Ty,Ke,NAu,0.0,NAu,81.27,81.27,0.0,0.0,147.78,81.9,65.88,7,Typ,2,1,3,1,Du,1,Du,GasWO,Gu,J,SLSRo,26.1,7.56,0.0,0.0,0.0,0.0,Nan,Verbund,2003.0,GAu,2.0,35.28,J,0.0,7,2017,GarK,Normal,142800.0
1039,WN,Höchst,Pos,20,1Fam,1Sto,1969,1969,7,5,1048.5,Ebn,Eck,25.8,Platten,ZiegAlg,5.22,Sperrho,Sperrho,Walm,Du,Du,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,0.0,132.48,132.48,0.0,5,Typ,2,0,2,1,Gu,1,Gu,GasWO,Gu,J,SichDu,0.0,6.12,0.0,0.0,20.43,0.0,Nan,Verbund,1969.0,NAu,2.0,43.56,J,0.0,6,2016,GarK,Normal,133875.0
1040,WM,Altstad,Norm,70,1Fam,2Sto,1922,2019,6,8,1161.0,Ebn,Inn,18.0,BetonGeg,Kein,0.0,Holz,Holz,Giebel,Gu,Gu,Ty,Ty,Ke,NAu,0.0,NAu,70.2,70.2,0.0,0.0,140.4,70.2,70.2,7,Typ,1,1,3,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,30.96,0.0,0.0,0.0,15.12,0.0,Nan,Verbund,2015.0,NAu,0.0,0.0,N,0.0,5,2020,GarK,Normal,135915.0
1041,WM,Altstad,Hbf,50,1Fam,1.5V,1972,1972,6,5,2980.8,Ebn,Inn,27.0,BetonSte,Kein,0.0,ZiegMau,Holz,Giebel,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,143.55,143.55,0.0,0.0,223.74,144.99,78.75,8,Typ,2,0,5,1,Du,1,Gu,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Abgetr,1972.0,NAu,2.0,51.84,J,0.0,10,2016,GarK,Normal,187000.0
1042,WN,Sossenh,Norm,20,1Fam,1Sto,1996,1996,6,5,1643.85,Ebn,Eck,27.9,BetonSte,ZiegGla,20.52,Sperrho,Hartfas,Giebel,Gu,Gu,Gu,Gu,Du,GWR,82.8,DAR,24.84,113.04,0.0,0.0,113.04,113.04,0.0,6,Typ,2,0,3,1,Gu,1,Ar,GasWO,Ag,J,SLSRo,25.38,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,1996.0,NAu,2.0,52.02,J,0.0,3,2018,GarK,Normal,153000.0
1043,WN,Ginnhei,Norm,60,1Fam,2Sto,2004,2005,6,5,731.25,Ebn,Inn,19.5,BetonGeg,Kein,0.0,Hartfas,Hartfas,Giebel,Du,Du,Gu,Ty,Ke,NAu,0.0,NAu,63.18,63.18,0.0,0.0,133.29,63.18,70.11,6,Typ,2,1,3,1,Du,1,Du,GasWO,Gu,J,SLSRo,0.0,3.24,0.0,0.0,0.0,0.0,Nan,Verbund,2004.0,Aus,2.0,30.87,J,0.0,3,2019,GarK,Normal,147900.0
1044,WM,Altstad,Haup,50,1Fam,1.5V,1941,1960,7,5,550.8,Ebn,Inn,15.3,ZiegFli,Kein,0.0,ZiegMau,HlzSch,Giebel,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,85.68,85.68,0.0,0.0,159.66,91.98,67.68,8,Ger1,2,0,2,2,Du,2,Du,GasWO,Gu,J,SichAr,8.1,0.0,18.45,0.0,0.0,0.0,Nan,Abgetr,1941.0,NAu,2.0,42.12,J,0.0,4,2018,GarK,Abnormal,110415.0
1045,WN,Sachsen,Norm,50,1Fam,1.5V,1968,1968,5,5,1228.5,Ebn,Inn,20.448411267694617,BetonSte,Kein,0.0,Metall,Metall,Giebel,Gu,Gu,Ty,Ty,Ke,DWR,5.13,UWR,49.86,94.68,1.0,0.0,172.8,112.68,60.12,8,Typ,2,0,4,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,1968.0,NAu,2.0,40.59,J,0.0,7,2016,GarK,Normal,146625.0
1046,WN,Hausen,Norm,20,1Fam,1Sto,1992,2018,5,9,594.0,Ebn,Inn,18.0,BetonSte,Kein,0.0,Vinyl,Vinyl,Giebel,Gu,Gu,Ty,Ty,Ke,DWR,57.69,NAu,15.75,73.44,0.0,1.0,73.44,73.44,0.0,5,Typ,1,0,3,1,Gu,1,Ag,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,Verbund,1992.0,NAu,1.0,23.76,J,0.0,10,2018,GarK,Normal,110925.0
1047,WM,Altstad,Norm,190,2famU,1.5V,1964,1964,5,4,540.0,Ebn,Inn,15.0,BetonSte,Kein,0.0,Holz,Holz,Giebel,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,72.99,72.99,0.0,0.0,124.83,72.99,51.84,7,Typ,2,0,3,2,Gu,0,Nan,GasWO,Du,J,SichDu,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Eingeb,1964.0,NAu,1.0,23.04,J,0.0,11,2019,GarK,Normal,79050.0
1048,WN,Nied,Norm,20,1Fam,1Sto,2016,2016,8,5,1028.52,Ebn,Inn,29.4,BetonGeg,Stein,22.32,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,146.34,146.34,0.0,0.0,147.06,147.06,0.0,7,Typ,2,0,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,0.0,3.96,0.0,0.0,0.0,0.0,Nan,Verbund,2016.0,GAu,3.0,77.94,J,0.0,5,2017,GarK,Normal,212500.0
1049,WN,Eckenhe,Norm,20,1Fam,1Sto,1960,2014,6,8,1260.0,Ebn,Inn,24.0,BetonSte,Kein,0.0,Hartfas,Hartfas,Giebel,Du,Gu,Ty,Ty,Ke,NAu,0.0,NAu,98.28,98.28,0.0,1.0,103.68,103.68,0.0,6,Typ,1,0,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,0.0,3.24,0.0,0.0,0.0,0.0,GuPrv,Verbund,1960.0,NAu,1.0,27.0,J,0.0,8,2019,GarK,Familie,134725.0
1050,WM,Eisenba,Norm,50,1Fam,1.5V,1931,1985,6,5,822.6,Hng,Inn,15.0,ZiegFli,Kein,0.0,Holz,Holz,Giebel,Du,Du,Ty,Ty,Mn,UWR,27.72,NAu,28.89,56.61,0.0,0.0,99.63,65.43,34.2,5,Typ,1,0,2,1,Du,0,Nan,GasWO,Ar,J,SLSRo,0.0,5.04,0.0,0.0,18.0,0.0,MnPrv,Abgetr,1960.0,NAu,1.0,56.25,J,0.0,4,2020,GeBU,Normal,93500.0
1051,D,Schwanh,Norm,60,1Fam,2Sto,2015,2016,8,5,951.66,Ebn,Inn,25.5,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Mn,NAu,0.0,NAu,97.38,97.38,0.0,0.0,175.77,97.38,78.39,9,Typ,2,1,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,14.4,4.5,0.0,0.0,0.0,0.0,Nan,Verbund,2015.0,GAu,3.0,93.87,J,0.0,5,2019,GarK,Normal,214200.0
1052,WN,Eckenhe,Norm,70,1Fam,2Sto,1925,1986,6,7,1401.84,Ebn,Inn,18.9,ZiegFli,Kein,0.0,Holz,Sperrho,Giebel,Du,Du,Gu,Ty,Ke,NAu,0.0,NAu,75.6,75.6,0.0,0.0,151.2,75.6,75.6,8,Typ,2,0,4,1,Du,0,Nan,GasWO,Ag,J,SLSRo,0.0,0.0,14.4,0.0,0.0,0.0,Nan,Verbund,1970.0,NAu,1.0,27.72,J,0.0,3,2018,GarK,Normal,150450.0
1053,WN,Höchst,Norm,20,1Fam,1Sto,1977,1977,5,5,643.5,Ebn,Inn,19.5,BetonSte,ZiegGla,5.4,Hartfas,Hartfas,Giebel,Du,Du,Ty,Ty,Ke,UWR,38.88,NAu,41.4,80.28,0.0,0.0,80.28,80.28,0.0,5,Typ,1,0,3,1,Du,0,Nan,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,GuHol,Verbund,1977.0,GAu,1.0,25.92,J,0.0,7,2019,GarK,Normal,85000.0
1054,WN,Flughaf,Norm,160,StHau,2Sto,1986,1986,6,6,205.2,Ebn,2St,7.2,BetonSte,Kein,0.0,Sperrho,ZiegAll,Giebel,Du,Du,Gu,Ty,Ke,DWR,50.94,NAu,26.01,76.95,0.0,0.0,131.04,76.95,54.09,7,Typ,2,1,3,1,Du,1,Du,GasWO,Du,J,SLSRo,7.83,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,1986.0,NAu,2.0,39.6,J,0.0,7,2019,GarK,Normal,126225.0
1055,WM,Altstad,Norm,70,1Fam,2Sto,1910,1960,4,2,864.0,Ebn,Inn,18.0,ZiegFli,Kein,0.0,AsbeSch,Stuck,Giebel,Du,Du,Ty,Ar,Ke,NAu,0.0,NAu,98.55,98.55,1.0,0.0,159.66,98.55,61.11,8,Ger2,2,0,4,2,Du,0,Nan,GasWD,Ar,N,SLSRo,0.0,0.0,8.1,0.0,0.0,0.0,Nan,2Typen,1930.0,NAu,3.0,70.11,N,0.0,5,2016,GarK,Normal,73950.0
1056,WN,Nied,Norm,20,1Fam,1Sto,2017,2017,8,5,1280.7,Ebn,Eck,33.0,BetonGeg,Stein,57.6,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,140.94,140.94,0.0,0.0,144.0,144.0,0.0,7,Typ,2,0,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,0.0,5.04,0.0,0.0,0.0,0.0,Nan,Verbund,2017.0,GAu,3.0,80.1,J,0.0,7,2019,GarK,Normal,217855.0
1057,WN,Dornbus,Norm,120,1Fam,1Sto,2006,2007,6,5,259.83,Hng,Inn,20.463221405562493,BetonGeg,Kein,0.0,Holz,Holz,Giebel,Du,Du,Gu,Ty,Mn,GWR,90.27,NAu,25.92,116.19,1.0,0.0,116.19,116.19,0.0,6,Typ,1,0,2,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,27.63,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,2006.0,NAu,2.0,38.79,J,0.0,11,2018,GarK,Normal,147050.0
1058,WM,Eisenba,Norm,50,1Fam,1.5V,1949,1960,2,4,996.03,Ebn,Eck,19.2,ZiegFli,Kein,0.0,Metall,Metall,Giebel,Du,Du,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,0.0,76.05,57.6,0.0,4,Gro2,1,0,1,1,Du,0,Nan,GasWO,Ag,J,SLSRo,4.32,0.0,0.0,0.0,0.0,0.0,Nan,Abgetr,1960.0,NAu,1.0,23.04,N,0.0,3,2017,GarK,Normal,57888.4
1059,WN,Hochsch,Norm,60,1Fam,2Sto,2013,2013,7,6,859.32,Ebn,SG,13.2,BetonGeg,ZiegGla,20.07,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Ke,GWR,43.47,NAu,41.22,84.69,1.0,0.0,164.61,84.69,79.92,7,Typ,2,1,3,1,Gu,1,Du,GasWO,Ag,J,SLSRo,17.28,3.51,0.0,0.0,0.0,0.0,Nan,Verbund,2013.0,GAu,2.0,55.17,J,0.0,1,2020,GarK,Normal,201450.0
1060,WN,Nordend,Norm,50,1Fam,1.5V,1998,1998,7,5,1245.33,Ebn,Eck,22.12195684676463,BetonGeg,ZiegGla,16.02,Hartfas,Hartfas,Giebel,Gu,Gu,Gu,Gu,Ke,GWR,90.18,SQ,0.0,108.36,0.0,0.0,196.47,123.93,72.54,9,Typ,2,1,4,1,Gu,0,Nan,GasWO,Gu,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,1998.0,NAu,3.0,70.74,J,0.0,2,2016,GarK,Normal,194650.0
1061,WN,Nordend,Norm,20,1Fam,1Sto,1977,1977,7,7,1384.83,Ebn,SG,21.707272986464094,BetonSte,Kein,0.0,Sperrho,Sperrho,Giebel,Du,Du,Ty,Ty,Ke,DWR,54.27,UWR,65.07,145.8,0.0,0.0,145.8,145.8,0.0,8,Typ,2,0,4,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,0.0,5.58,17.28,0.0,0.0,0.0,Nan,Verbund,1977.0,NAu,2.0,52.02,J,382.5,8,2018,GarK,Normal,182750.0
1062,WN,Höchst,Norm,20,1Fam,1Sto,1978,1978,6,6,747.0,Ebn,Inn,19.8,BetonSte,ZiegGla,7.74,Holz,Holz,Giebel,Du,Du,Ty,Ty,Mn,DAR,85.68,NAu,0.0,85.68,1.0,0.0,85.68,85.68,0.0,5,Typ,1,0,3,1,Du,0,Nan,GasWO,Gu,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,1978.0,NAu,1.0,25.92,J,0.0,8,2017,GarK,Normal,109225.0
1063,WN,Eckenhe,Norm,20,1Fam,1Sto,1998,2017,6,9,1952.55,Ebn,Eck,21.91461491661436,BetonSte,ZiegGla,23.4,Holz,Sperrho,Walm,Gu,Gu,Gu,Ty,Ke,GWR,72.72,NAu,6.48,79.2,1.0,0.0,151.2,151.2,0.0,5,Typ,2,0,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,26.28,3.96,0.0,16.38,0.0,0.0,Nan,Verbund,1998.0,Aus,2.0,48.6,J,0.0,12,2019,GarK,Normal,188700.0
1064,WN,Hochsch,Norm,60,1Fam,2Sto,2011,2011,7,5,1012.5,Ebn,Eck,21.588791883521086,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Ke,NAu,0.0,NAu,84.96,84.96,0.0,0.0,168.3,84.96,83.34,6,Typ,2,1,3,1,Gu,0,Nan,GasWO,Ag,J,SLSRo,23.04,3.87,0.0,0.0,0.0,0.0,Nan,Verbund,2011.0,GAu,2.0,54.72,J,0.0,5,2019,GarK,Normal,179350.0
1065,WN,Höchst,Norm,20,1Fam,1Sto,1971,1971,5,3,765.0,Ebn,Inn,25.5,BetonSte,ZiegAlg,18.27,Hartfas,Hartfas,Walm,Du,Du,Ty,Ty,Ke,DAR,54.0,NAu,57.15,111.15,0.0,0.0,111.15,111.15,0.0,6,Typ,1,0,2,1,Du,0,Nan,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,GuHol,Verbund,1971.0,NAu,2.0,43.2,J,0.0,12,2016,GarK,Abnormal,83810.0
1066,WN,Gallus,Norm,20,1Fam,1Sto,2017,2018,9,5,1195.74,Ebn,Inn,25.8,BetonGeg,Stein,30.6,Zement,ZementPl,Walm,Ag,Du,Ag,Ty,Ke,GWR,111.06,NAu,41.76,152.82,1.0,0.0,152.82,152.82,0.0,8,Typ,2,0,3,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,29.43,5.76,0.0,0.0,0.0,0.0,Nan,Verbund,2017.0,Aus,3.0,69.12,J,0.0,2,2019,GarK,Normal,272000.0
1067,WN,Höchst,Zubr,50,1Fam,1.5V,1930,2017,4,4,1126.17,Ebn,2St,18.446080627957755,ZiegFli,Kein,0.0,Vinyl,Vinyl,Giebel,Du,Gu,Ty,Ar,Ke,NAu,0.0,NAu,64.35,64.35,0.0,0.0,156.42,115.29,41.13,7,Typ,2,0,4,1,Du,1,Gu,GasWO,Gu,J,SLSRo,4.95,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,1930.0,NAu,1.0,33.12,J,0.0,6,2019,GarK,Normal,89165.0
1068,WN,Sachsen,Norm,20,1Fam,1Sto,1987,1987,5,6,635.76,Ebn,Inn,21.3,BetonSte,ZiegGla,13.77,Sperrho,Sperrho,Giebel,Du,Du,Ty,Ty,Ke,UWR,50.4,NAu,37.8,88.2,0.0,0.0,88.2,88.2,0.0,6,Typ,1,0,3,1,Du,0,Nan,GasWO,Du,J,SLSRo,17.28,0.0,0.0,0.0,0.0,0.0,Nan,Abgetr,1996.0,NAu,2.0,43.56,J,0.0,7,2019,GarK,Normal,114750.0
1069,WN,Westend,Norm,90,DoppH,2Sto,1991,1991,6,7,742.5,Ebn,Inn,22.5,Platten,Kein,0.0,Holz,HlzSch,Giebel,Du,Du,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,0.0,169.38,86.76,82.62,8,Typ,2,0,4,2,Du,2,Du,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,1991.0,NAu,2.0,55.08,J,0.0,5,2019,GarK,Normal,136000.0
1070,WN,Höchst,Norm,20,1Fam,1Sto,1971,1971,5,6,708.75,Ebn,Inn,22.5,BetonSte,ZiegGla,12.24,Vinyl,Vinyl,Giebel,Du,Du,Ty,Ty,Ke,DAR,51.48,NAu,51.48,102.96,1.0,0.0,102.96,102.96,0.0,6,Typ,1,0,3,1,Du,0,Nan,GasWO,Gu,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,GuHol,Verbund,1971.0,NAu,2.0,41.04,J,0.0,9,2018,GarK,Normal,118957.5
1071,WN,Hochsch,Norm,60,1Fam,2Sto,2010,2010,7,5,928.44,Ebn,Inn,22.299678501179145,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Ke,GWR,66.15,NAu,23.13,89.28,1.0,0.0,167.85,89.28,78.57,7,Typ,2,1,3,1,Gu,1,Du,GasWO,Ag,J,SLSRo,0.0,16.56,0.0,0.0,0.0,0.0,Nan,Verbund,2010.0,GAu,3.0,75.51,J,0.0,6,2018,GarK,Normal,199750.0
1072,WN,Nied,Norm,20,1Fam,1Sto,2014,2015,10,5,1335.24,Hng,Inn,30.0,BetonGeg,Stein,65.7,Zement,ZementPl,Walm,Ag,Du,Ag,Ty,Gu,GWR,193.14,NAu,31.14,224.28,1.0,0.0,224.28,224.28,0.0,8,Typ,2,1,2,1,Ag,1,Ag,GasWO,Ag,J,SLSRo,20.34,21.15,0.0,0.0,0.0,0.0,Nan,Verbund,2014.0,Aus,3.0,85.41,J,0.0,2,2019,GarK,Abnormal,469200.0
1073,WN,Höchst,Norm,20,1Fam,1Sto,1962,2015,5,8,686.34,Ebn,Inn,18.0,BetonSte,Kein,0.0,Holz,Holz,Walm,Gu,Du,Ty,Ty,Ke,GWR,83.79,NAu,9.0,92.79,1.0,0.0,92.79,92.79,0.0,5,Typ,1,0,2,1,Gu,0,Nan,GasWO,Gu,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,Verbund,1962.0,NAu,1.0,20.7,J,0.0,3,2019,GarK,Normal,123675.0
1074,WN,Riederw,Zubr,70,1Fam,2Sto,1931,2008,5,6,885.78,Ebn,Inn,15.3,ZiegFli,Kein,0.0,Metall,Holz,Giebel,Du,Du,Ty,Ar,Ke,NAu,0.0,NAu,55.08,55.08,0.0,0.0,234.09,89.1,144.99,8,Typ,3,1,4,1,Du,0,Nan,GasWO,Ag,J,SLSRo,16.47,0.0,27.09,0.0,0.0,0.0,Nan,Eingeb,2008.0,GAu,2.0,55.89,J,0.0,5,2018,GarK,Normal,160650.0
1075,WN,Westend,Zubr,50,1Fam,1.5V,1994,1994,6,5,2152.8,Ebn,Inn,31.2,BetonSte,Kein,0.0,Holz,Holz,Giebel,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,99.45,99.45,0.0,0.0,163.98,99.45,64.53,7,Ger2,2,0,4,1,Gu,1,Sc,GasWO,Ag,J,SLSRo,0.0,17.55,91.08,0.0,0.0,39.96,Nan,Verbund,1994.0,NAu,2.0,46.35,P,0.0,4,2017,GarK,Normal,194225.0
1076,WN,Schwanh,Norm,60,1Fam,2Sto,2017,2017,8,5,882.09,Ebn,Inn,21.9,BetonGeg,Stein,14.04,Vinyl,Vinyl,Giebel,Gu,Du,Gu,Ty,Du,NAu,0.0,NAu,120.69,120.69,0.0,0.0,167.49,120.69,46.8,7,Typ,3,0,3,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,12.96,5.4,0.0,0.0,0.0,0.0,Nan,Eingeb,2017.0,GAu,3.0,76.59,J,0.0,7,2018,GarK,Normal,218450.0
1077,WN,Eckenhe,Norm,70,1Fam,2Sto,1942,1960,6,8,1490.4,Ebn,Inn,24.0,ZiegFli,Kein,0.0,Holz,Holz,Giebel,Du,Du,Gu,Ty,Ke,DAR,45.27,NAu,40.41,85.68,0.0,0.0,211.05,105.3,105.75,9,Typ,2,1,4,1,Du,1,Gu,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Abgetr,1942.0,NAu,2.0,32.4,J,0.0,7,2016,GarK,Normal,203150.0
1078,WN,Altstad,Haup,50,1Fam,1.5V,1900,2016,4,7,1277.1,Ebn,Inn,18.0,BetonSte,Kein,0.0,Vinyl,Vinyl,Giebel,Gu,Gu,Ar,Ty,Ke,NAu,0.0,NAu,83.25,83.25,0.0,0.0,138.96,90.0,48.96,7,Typ,2,0,3,1,Du,0,Nan,GasWO,Gu,J,SLSRo,20.79,0.0,0.0,0.0,0.0,0.0,Nan,Verbund,2015.0,NAu,0.0,0.0,N,0.0,4,2017,GarK,Normal,117300.0
